web-scraper-order,web-scraper-start-url,categories,categories-href,page,plants,plants-href,plant_name,plant_price,plant_des,plant_img-src,additional_img-src
"1701424388-143","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Peperomia  Obtusifolia
$15.99","https://piante.ca/collections/mini-plants/products/25-peperomia-obtusifolia","2.5"" Peperomia  Obtusifolia","$15.99","This variety of Peperomia has creamy white and green variegated leaves. It is a semi-succulent, which explains its waxy leaves and easy-going temperament. The Peperomia Obtusifolia is a perfect plant for busy or forgetful plant parents because of its ability to store water in its leaves.","//piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-1_360x.png?v=1641264787 360w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-1_540x.png?v=1641264787 540w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-1_720x.png?v=1641264787 720w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-1_900x.png?v=1641264787 900w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-1_1080x.png?v=1641264787 1080w","//piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-2_360x.png?v=1641264803 360w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-2_540x.png?v=1641264803 540w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-2_720x.png?v=1641264803 720w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-2_900x.png?v=1641264803 900w, //piante.ca/cdn/shop/products/2-5-peperomia-obtusifolia-piante-plants-2_1080x.png?v=1641264803 1080w"
"1701424390-144","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Gasteria Succulent
$21.99","https://piante.ca/collections/mini-plants/products/25-gasteria-succulent","2.5"" Gasteria Succulent","$21.99","Also known as ""Ox Tongue"", this succulent is a wonderful and unique addition to your collection. This succulent is known for its long, speckled, thick leaves and rough exterior. Like most succulents this variety is known for its low maintenance, just place by a bright window and watch it grow! But wait until they come into bloom, and their bell-shaped flowers will surely make a statement.","//piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-1_360x.png?v=1641264659 360w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-1_540x.png?v=1641264659 540w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-1_720x.png?v=1641264659 720w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-1_900x.png?v=1641264659 900w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-1_1080x.png?v=1641264659 1080w","//piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-2_360x.png?v=1641264663 360w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-2_540x.png?v=1641264663 540w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-2_720x.png?v=1641264663 720w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-2_900x.png?v=1641264663 900w, //piante.ca/cdn/shop/products/2-5-gasteria-succulent-piante-plants-2_1080x.png?v=1641264663 1080w"
"1701424392-145","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Peperomia Taco Leaf
$19.99","https://piante.ca/collections/mini-plants/products/25-peperomia-taco-leaf","2.5"" Peperomia Taco Leaf","$19.99","Also known as Peperomia nivalis, his variety of Peperomia has deep green leaves with a stripe of darker colour down the center, giving it the appearance of a taco shell. These leaves grow in compact clusters around short, stiff stmes. The Peperomia Taco Leaf is a perfect plant for busy or forgettful plant parents because of its ability to store water in its leaves.","//piante.ca/cdn/shop/products/2.5hoyatacoleafclay_360x.png?v=1671723775 360w, //piante.ca/cdn/shop/products/2.5hoyatacoleafclay_540x.png?v=1671723775 540w, //piante.ca/cdn/shop/products/2.5hoyatacoleafclay_720x.png?v=1671723775 720w, //piante.ca/cdn/shop/products/2.5hoyatacoleafclay_900x.png?v=1671723775 900w, //piante.ca/cdn/shop/products/2.5hoyatacoleafclay_1080x.png?v=1671723775 1080w","//piante.ca/cdn/shop/products/2.5hoya_tacoleaf_360x.png?v=1671723777 360w, //piante.ca/cdn/shop/products/2.5hoya_tacoleaf_540x.png?v=1671723777 540w, //piante.ca/cdn/shop/products/2.5hoya_tacoleaf_720x.png?v=1671723777 720w, //piante.ca/cdn/shop/products/2.5hoya_tacoleaf_900x.png?v=1671723777 900w, //piante.ca/cdn/shop/products/2.5hoya_tacoleaf_1080x.png?v=1671723777 1080w"
"1701424395-146","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Fairy Castle Cactus
$24.99","https://piante.ca/collections/mini-plants/products/25-fairy-castle-cactus","2.5"" Fairy Castle Cactus","$24.99","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","//piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-1_360x.png?v=1641264659 360w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-1_540x.png?v=1641264659 540w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-1_720x.png?v=1641264659 720w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-1_900x.png?v=1641264659 900w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-1_1080x.png?v=1641264659 1080w","//piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-2_360x.png?v=1641264664 360w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-2_540x.png?v=1641264664 540w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-2_720x.png?v=1641264664 720w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-2_900x.png?v=1641264664 900w, //piante.ca/cdn/shop/products/2-5-fairy-castle-cactus-piante-plants-2_1080x.png?v=1641264664 1080w"
"1701424397-147","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Sansevieria Francissii Spiky
$22.99","https://piante.ca/collections/mini-plants/products/25-sanseveria-silver-nymph","2.5"" Sansevieria Francissii Spiky","$22.99","This cultivar of the ever-popular Sansevieria truly lives up to its name, needing very little maintenance, and even outright neglect! Spiky are easily identifiable by their thin, cylindrical leaves, tipped with a sharp thorn. These leaves are light, almost silvery-green covered in deeper green stripes.","//piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-1_360x.png?v=1641264814 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-1_540x.png?v=1641264814 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-1_720x.png?v=1641264814 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-1_900x.png?v=1641264814 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-1_1080x.png?v=1641264814 1080w","//piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-2_360x.png?v=1641264822 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-2_540x.png?v=1641264822 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-2_720x.png?v=1641264822 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-2_900x.png?v=1641264822 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-francissii-spiky-piante-plants-2_1080x.png?v=1641264822 1080w"
"1701424399-148","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Peperomia, San Marino
$19.99","https://piante.ca/collections/mini-plants/products/25-peperomia-san-marino","2.5"" Peperomia, San Marino","$19.99","Sporting tear-drop-shaped leaves with deep puckering ripples, Peperomia San Marino really stands out. Because of their succulent-like stems, these plants tend to be droopy drama queens when overwatered, but will quickly perk back up once their soil dries out. With its colours of green and silvery-white, you can always fit a Peperomia into your style.","//piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-1_360x.png?v=1641264787 360w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-1_540x.png?v=1641264787 540w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-1_720x.png?v=1641264787 720w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-1_900x.png?v=1641264787 900w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-1_1080x.png?v=1641264787 1080w","//piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-2_360x.png?v=1641264802 360w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-2_540x.png?v=1641264802 540w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-2_720x.png?v=1641264802 720w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-2_900x.png?v=1641264802 900w, //piante.ca/cdn/shop/products/2-5-peperomia-san-marino-piante-plants-2_1080x.png?v=1641264802 1080w"
"1701424401-149","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Earth Star
$22.99","https://piante.ca/collections/mini-plants/products/25-earth-star","2.5"" Earth Star","$22.99","This rosette-shaped plant, typically known by its scientific name Cryptanthus bromeliads, is sure to brighten up any space with its unique shape and varied colours. Each leaf has a green strip down its center, surrounderd by more varied colours. Due to its tolerance for different care conditions, this plant is great to have in an office, but it's colours may fade if not given adequat light.","//piante.ca/cdn/shop/products/2.5earthstargreenclay_360x.png?v=1671723564 360w, //piante.ca/cdn/shop/products/2.5earthstargreenclay_540x.png?v=1671723564 540w, //piante.ca/cdn/shop/products/2.5earthstargreenclay_720x.png?v=1671723564 720w, //piante.ca/cdn/shop/products/2.5earthstargreenclay_900x.png?v=1671723564 900w, //piante.ca/cdn/shop/products/2.5earthstargreenclay_1080x.png?v=1671723564 1080w","//piante.ca/cdn/shop/products/2.5earthstarpinkclay_360x.png?v=1671723565 360w, //piante.ca/cdn/shop/products/2.5earthstarpinkclay_540x.png?v=1671723565 540w, //piante.ca/cdn/shop/products/2.5earthstarpinkclay_720x.png?v=1671723565 720w, //piante.ca/cdn/shop/products/2.5earthstarpinkclay_900x.png?v=1671723565 900w, //piante.ca/cdn/shop/products/2.5earthstarpinkclay_1080x.png?v=1671723565 1080w"
"1701424403-150","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Zebra Haworthia
$21.99","https://piante.ca/collections/mini-plants/products/25-zebra-haworthia","2.5"" Zebra Haworthia","$21.99","Haworthias are small succulents known best for their exotic façade and striking leaves. They make great indoor plants for window sills, desks, counters, and much more. Lots of Haworthia types are on the market, and you’d see them in different forms and sizes. Some leaves can be long and tapered, or soft, opaque, and fleshy, depending on the variety. Many varieties have hairs, stripes, ridges, or bumps on the leaves that add to their uniqueness.","//piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-1_360x.png?v=1641264918 360w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-1_540x.png?v=1641264918 540w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-1_720x.png?v=1641264918 720w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-1_900x.png?v=1641264918 900w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-1_1080x.png?v=1641264918 1080w","//piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-2_360x.png?v=1641264933 360w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-2_540x.png?v=1641264933 540w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-2_720x.png?v=1641264933 720w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-2_900x.png?v=1641264933 900w, //piante.ca/cdn/shop/products/2-5-zebra-haworthia-piante-plants-2_1080x.png?v=1641264933 1080w"
"1701424406-151","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Sansevieria Tough Lady
$22.99","https://piante.ca/collections/mini-plants/products/25-sansevieria-tough-lady","2.5"" Sansevieria Tough Lady","$22.99","This Sansevieria has leaves that spread from its core, each tipped with a small spine. Like all Sanseveria they are another perfect plant for beginners. They are capable of going without water for long periods and adapt to low-light conditions. Tough Lady is good for people who vacation frequently, or have busy lifestyles but still want the flair of live plants in their home.","//piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-1_360x.png?v=1641264840 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-1_540x.png?v=1641264840 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-1_720x.png?v=1641264840 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-1_900x.png?v=1641264840 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-1_1080x.png?v=1641264840 1080w","//piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-2_360x.png?v=1641264848 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-2_540x.png?v=1641264848 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-2_720x.png?v=1641264848 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-2_900x.png?v=1641264848 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-tough-lady-piante-plants-2_1080x.png?v=1641264848 1080w"
"1701424408-152","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" String of Turtles
$20.99","https://piante.ca/collections/mini-plants/products/25-string-of-turtles","2.5"" String of Turtles","$20.99","It is easy to see how String of Turtles get their name after you see their long trailing vines covered in 
beautiful leaves that resemble the shell of a turtle. Keep these plants in bright indirect light, else you might see large empty gaps between leaves. Put this succulent-like plant in a hanging basket and watch as it cascades over the sides.","//piante.ca/cdn/shop/products/Turtle-C_1_360x.png?v=1653057301 360w, //piante.ca/cdn/shop/products/Turtle-C_1_540x.png?v=1653057301 540w, //piante.ca/cdn/shop/products/Turtle-C_1_720x.png?v=1653057301 720w, //piante.ca/cdn/shop/products/Turtle-C_1_900x.png?v=1653057301 900w, //piante.ca/cdn/shop/products/Turtle-C_1_1080x.png?v=1653057301 1080w","//piante.ca/cdn/shop/products/Turtle-G1_360x.png?v=1653057303 360w, //piante.ca/cdn/shop/products/Turtle-G1_540x.png?v=1653057303 540w, //piante.ca/cdn/shop/products/Turtle-G1_720x.png?v=1653057303 720w, //piante.ca/cdn/shop/products/Turtle-G1_900x.png?v=1653057303 900w, //piante.ca/cdn/shop/products/Turtle-G1_1080x.png?v=1653057303 1080w"
"1701424410-153","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","Tillandsia Caput Medusae
from $22.99","https://piante.ca/collections/mini-plants/products/tillandsia-caput-medusae","Tillandsia Caput Medusae","$22.99","Tillandsia Medusae is the kind of plant that brings an exotic flair to your space. Named after Medusa, it features silvery green, snake-shaped leaves that will remind you of the mythological Greek figure's famed snake hair. Wait until it blooms, and it will put on a beautiful display of white and purple flowers. This air plant grows on tree branches without soil and looks excellent in terrariums or vertical display.","//piante.ca/cdn/shop/products/tillandsia-caput-medusae-piante-plants_360x.png?v=1645235804 360w, //piante.ca/cdn/shop/products/tillandsia-caput-medusae-piante-plants_540x.png?v=1645235804 540w, //piante.ca/cdn/shop/products/tillandsia-caput-medusae-piante-plants_720x.png?v=1645235804 720w, //piante.ca/cdn/shop/products/tillandsia-caput-medusae-piante-plants_900x.png?v=1645235804 900w, //piante.ca/cdn/shop/products/tillandsia-caput-medusae-piante-plants_1080x.png?v=1645235804 1080w",""
"1701424413-154","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","Tillandsia Ionantha v. Ionantha
from $22.99","https://piante.ca/collections/mini-plants/products/tillandsia-ionantha","Tillandsia Ionantha v. Ionantha","$22.99","Also called the Sky Plant and Blushing Bride, Tillandsia Ionantha is one of the most colorful air plants that you could find. It flaunts layers upon layers of curled, thin, and silvery-green leaves and pink or red bracts at the top. As with other tillandsia, it will bloom with beautiful blue-violet flowers and produce young plants called pups before it deteriorates. This house plant’s undeniable charm is sure to turn heads wherever you put them.","//piante.ca/cdn/shop/products/tillandsia-ionantha-v-ionantha-piante-plants_360x.png?v=1645235804 360w, //piante.ca/cdn/shop/products/tillandsia-ionantha-v-ionantha-piante-plants_540x.png?v=1645235804 540w, //piante.ca/cdn/shop/products/tillandsia-ionantha-v-ionantha-piante-plants_720x.png?v=1645235804 720w, //piante.ca/cdn/shop/products/tillandsia-ionantha-v-ionantha-piante-plants_900x.png?v=1645235804 900w, //piante.ca/cdn/shop/products/tillandsia-ionantha-v-ionantha-piante-plants_1080x.png?v=1645235804 1080w",""
"1701424415-155","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Peperomia, Rosso
$19.99","https://piante.ca/collections/mini-plants/products/25-peperomia-rosso","2.5"" Peperomia, Rosso","$19.99","Sporting tear-drop shaped leaves with deep puckering ripples, Peperomia Rosso really stands out. Because of their succulent-like stems, these plants tend to be droopy drama queens when overwatered, but will quickly perk back up once their soil dries out. With colours of deep green and reds, you can always fit a Peperomia into your style.","//piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-1_360x.png?v=1641264788 360w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-1_540x.png?v=1641264788 540w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-1_720x.png?v=1641264788 720w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-1_900x.png?v=1641264788 900w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-1_1080x.png?v=1641264788 1080w","//piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-2_360x.png?v=1641264804 360w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-2_540x.png?v=1641264804 540w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-2_720x.png?v=1641264804 720w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-2_900x.png?v=1641264804 900w, //piante.ca/cdn/shop/products/2-5-peperomia-rosso-piante-plants-2_1080x.png?v=1641264804 1080w"
"1701424417-156","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Grafted Moon Cactus
$24.99","https://piante.ca/collections/mini-plants/products/25-grafted-moon-cactus","2.5"" Grafted Moon Cactus","$24.99","It’s hard to mistake a Grafted Cactus when you see one. You’d quickly notice a cute and brightly-colored sicon (usually a Moon Cactus) sitting atop another type of cactus, like Hylocereus, that acts as the rootstock. Because a Grafted Cactus is a fusion of two different cacti, its appearance, size, and color usually vary. Its upper part can be yellow, orange, purple, or red, depending on the variety of sicon used. Older plants sometimes bloom with pink flowers.","//piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-1_360x.png?v=1641264670 360w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-1_540x.png?v=1641264670 540w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-1_720x.png?v=1641264670 720w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-1_900x.png?v=1641264670 900w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-1_1080x.png?v=1641264670 1080w","//piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-2_360x.png?v=1641264691 360w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-2_540x.png?v=1641264691 540w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-2_720x.png?v=1641264691 720w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-2_900x.png?v=1641264691 900w, //piante.ca/cdn/shop/products/2-5-grafted-moon-cactus-piante-plants-2_1080x.png?v=1641264691 1080w"
"1701424419-157","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Baby Toes Succulent
$25.99","https://piante.ca/collections/mini-plants/products/25-baby-toes","2.5"" Baby Toes Succulent","$25.99","Baby Toes comes from the same family as Lithops and are a type of succulent with an unusual and interesting form. A favourite of many succulent collectors, this slow-growing miniature plant gives the appearance of having tiny toes similar to infants! You’d find them in fun colours and patterns that vary depending on the variety. Give this plant the right care, and it will send up a beautiful large, shiny flower in yellow, white, or pink.","//piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-1_360x.png?v=1641264610 360w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-1_540x.png?v=1641264610 540w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-1_720x.png?v=1641264610 720w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-1_900x.png?v=1641264610 900w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-1_1080x.png?v=1641264610 1080w","//piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-2_360x.png?v=1641264613 360w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-2_540x.png?v=1641264613 540w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-2_720x.png?v=1641264613 720w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-2_900x.png?v=1641264613 900w, //piante.ca/cdn/shop/products/2-5-baby-toes-piante-plants-2_1080x.png?v=1641264613 1080w"
"1701424422-158","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Sansevieria Boncel Starfish
$22.99","https://piante.ca/collections/mini-plants/products/25-sanseveria-boncel-starfish","2.5"" Sansevieria Boncel Starfish","$22.99","Sansevieria ‘Starfish’ is a compact variety of Sansevieria that’s great for small spaces. The leaves are light green, upright, and cylindrical. They emerge alternately from a central point at the base of the plant, forming a fan-like shape that resembles its namesake sea creature. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even in neglect. Plus, they help clean the air, too!","//piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-1_360x.png?v=1641264814 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-1_540x.png?v=1641264814 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-1_720x.png?v=1641264814 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-1_900x.png?v=1641264814 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-1_1080x.png?v=1641264814 1080w","//piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-2_360x.png?v=1641264821 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-2_540x.png?v=1641264821 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-2_720x.png?v=1641264821 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-2_900x.png?v=1641264821 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-boncel-starfish-piante-plants-2_1080x.png?v=1641264821 1080w"
"1701424424-159","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Peperomia Hope
$20.99","https://piante.ca/collections/mini-plants/products/25-peperomia-hope","2.5"" Peperomia Hope","$20.99","Peperomia Hope is a hybrid between two other species of Peperomia: Peperomia Quadrifolia and Peperomia Deppeana. This variety is a low growing plant whose stems trail as they grow- making them ideal for hanging baskets or trailing off the edge of shelves. They are semi-succulents, which explains their shiny, waxy leaves and easy-going temperament. Due to their compact size, the Peperomia Hope plant can be easily incorporated into your home or office space.","//piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-1_360x.png?v=1641264785 360w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-1_540x.png?v=1641264785 540w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-1_720x.png?v=1641264785 720w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-1_900x.png?v=1641264785 900w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-1_1080x.png?v=1641264785 1080w","//piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-2_360x.png?v=1641264792 360w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-2_540x.png?v=1641264792 540w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-2_720x.png?v=1641264792 720w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-2_900x.png?v=1641264792 900w, //piante.ca/cdn/shop/products/2-5-peperomia-hope-piante-plants-2_1080x.png?v=1641264792 1080w"
"1701424426-160","https://piante.ca/","Mini Plants","https://piante.ca/collections/mini-plants","","2.5"" Sansevieria Compacta Starfish
$22.99","https://piante.ca/collections/mini-plants/products/25-sansevieria-compacta-starfish","2.5"" Sansevieria Compacta Starfish","$22.99","Sansevieria ‘Starfish’ is a compact variety of Sansevieria that’s great for small spaces. The leaves are light green, upright, and cylindrical. They emerge alternately from a central point at the base of the plant, forming a fan-like shape that resembles its namesake sea creature. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even in neglect. Plus, they help clean the air, too!","//piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-1_360x.png?v=1641264820 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-1_540x.png?v=1641264820 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-1_720x.png?v=1641264820 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-1_900x.png?v=1641264820 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-1_1080x.png?v=1641264820 1080w","//piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-2_360x.png?v=1641264830 360w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-2_540x.png?v=1641264830 540w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-2_720x.png?v=1641264830 720w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-2_900x.png?v=1641264830 900w, //piante.ca/cdn/shop/products/2-5-sansevieria-compacta-starfish-piante-plants-2_1080x.png?v=1641264830 1080w"
